9-16  Per Capita Annual Consumption Expenditure of Urban Households by Region (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Henan,8837.46,3079.82,306.17,35.66,50.91,127.44,569.41,96.05,65.25,323.69,42.66,19.46,158.64,180.14,198.81,61.12,140.81,65.02,637.84,0.72,1141.76,841.95,7.28,255.80,6.27,963.59,270.97,629.28,633.32,332.85,19.22,59.93,191.08,6.88,23.36,790.87,915.12,390.37,524.75,988.95,278.34,464.35,246.26,324.03,217.44,106.59
  Hubei,9477.51,3996.27,400.38,21.12,77.70,204.31,886.00,91.41,227.00,488.61,57.71,30.49,226.16,136.29,215.10,82.61,148.87,41.16,659.63,1.73,1099.16,816.15,7.91,241.18,5.59,914.26,225.29,646.90,604.40,265.01,10.57,38.67,250.33,11.62,28.21,675.32,890.12,436.56,453.56,1037.24,215.71,570.99,250.54,260.74,167.14,93.60
  Hunan,9945.52,3970.42,349.83,17.01,68.29,205.48,959.37,68.78,202.67,413.02,46.69,33.65,199.76,134.78,277.25,63.00,134.95,96.05,698.89,0.95,1090.72,787.87,9.25,255.21,5.54,960.82,241.03,660.70,674.84,254.18,15.61,67.82,280.07,18.66,38.49,790.95,971.05,454.13,516.92,1110.11,244.17,543.50,322.43,376.62,217.09,159.52
  Guangdong,15527.97,5866.91,400.88,24.81,48.69,183.22,1548.64,76.12,549.80,517.63,52.02,50.30,127.91,183.68,345.30,102.73,207.50,64.28,1382.80,0.59,975.06,727.04,2.24,211.14,5.00,1748.16,500.75,1038.59,947.54,348.66,17.79,71.25,377.12,12.69,120.04,836.39,2623.08,1618.43,1004.65,1936.38,456.49,720.58,759.31,594.45,393.79,200.66
  Guangxi,9627.40,4082.99,300.22,19.94,53.00,152.92,1312.22,65.22,263.79,358.99,36.34,36.00,106.07,111.66,260.60,62.20,139.58,60.62,742.58,1.00,772.28,557.15,8.24,179.29,4.80,891.33,204.52,649.56,603.84,294.83,8.95,52.88,208.24,8.70,30.24,529.36,1376.03,781.38,594.64,1081.54,278.45,483.61,319.48,290.04,202.46,87.57
  Hainan,9408.48,4226.90,229.55,17.36,21.21,136.18,1230.02,45.25,567.26,394.54,40.92,23.66,121.58,77.58,233.21,62.46,113.17,34.31,877.55,1.08,491.84,379.89,0.70,99.59,1.60,1106.39,476.47,567.66,565.51,255.76,9.29,32.26,236.93,6.61,24.66,536.40,1303.50,836.14,467.36,930.87,241.78,459.74,229.35,247.08,177.80,69.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Chongqing,11146.80,4418.34,273.17,34.98,52.56,229.15,1205.28,94.42,171.07,425.45,73.30,43.09,236.52,131.46,238.25,65.35,204.16,52.44,883.77,3.95,1294.30,947.72,5.69,298.64,6.69,1096.82,418.79,586.69,842.09,405.48,24.98,100.28,244.95,18.24,48.15,878.25,1044.36,470.32,574.04,1267.03,370.63,536.43,359.97,305.60,216.57,89.03
  Sichuan,9679.14,4255.48,308.33,31.59,40.75,232.22,1181.73,90.46,126.16,477.88,80.15,49.23,236.73,168.56,222.90,63.59,190.15,63.02,685.74,6.28,1042.45,770.82,7.28,226.45,5.52,819.28,203.13,543.16,590.51,211.86,21.27,55.51,258.67,13.18,30.03,564.93,1121.45,548.48,572.96,947.01,216.68,422.07,308.27,338.03,180.01,158.02
  Guizhou,8349.21,3597.94,303.11,12.54,42.93,192.30,927.81,63.81,66.49,378.46,46.30,39.74,258.42,134.69,226.16,56.21,118.35,87.19,642.09,1.34,851.50,590.18,11.34,218.72,3.14,836.54,175.59,625.11,525.70,186.10,5.75,41.98,263.75,2.77,25.36,471.39,871.15,400.19,470.96,934.73,221.73,436.24,276.76,260.27,168.61,91.65
  Yunnan,9076.61,4272.29,296.74,17.18,45.72,84.34,892.68,78.26,114.89,471.39,46.80,33.52,408.95,122.39,258.05,68.94,65.48,54.24,1212.05,0.67,1026.50,728.64,10.72,258.68,1.38,739.20,274.27,436.87,331.94,158.97,10.62,35.78,112.61,2.07,11.89,606.86,1216.46,685.69,530.77,732.95,183.89,294.29,254.77,150.42,103.12,47.30
  Tibet,8323.54,4262.77,425.55,34.31,10.19,164.61,1052.17,45.63,54.34,491.60,36.98,59.87,445.64,252.60,203.65,28.21,311.74,66.31,577.79,1.57,1011.82,759.37,8.90,229.71,1.63,634.94,72.40,546.16,310.22,39.80,17.08,68.09,175.54,6.14,3.58,317.08,966.74,357.20,609.54,419.59,109.54,205.45,104.59,400.38,192.76,207.62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Shaanxi,9772.07,3586.13,320.45,36.97,55.52,152.40,504.29,70.67,74.88,337.75,52.36,27.95,191.94,150.44,272.45,98.46,197.88,91.36,949.54,0.82,1047.61,753.86,12.17,242.02,8.61,1007.68,279.03,665.29,618.16,287.22,18.45,44.74,216.72,11.16,39.86,862.70,967.52,461.65,505.88,1281.58,286.80,697.29,297.49,400.68,274.89,125.79
  Gansu,8308.62,3183.79,306.91,26.49,30.78,180.01,492.51,62.16,58.58,333.60,48.35,24.57,174.39,158.22,244.55,46.38,140.37,133.12,722.25,0.57,1022.62,715.35,13.26,246.75,7.56,846.26,213.28,585.71,546.23,238.04,22.77,43.76,196.65,25.70,19.30,654.82,817.17,380.32,436.85,936.33,254.68,428.40,253.25,301.40,203.21,98.19
  Qinghai,8192.56,3315.94,338.96,25.08,26.87,145.85,707.09,65.58,71.87,334.04,40.95,31.59,161.84,166.47,233.20,49.64,140.87,147.20,627.75,1.07,945.14,680.89,5.22,202.76,5.87,802.73,196.99,542.58,538.54,242.21,23.29,46.92,212.93,3.45,9.74,610.02,787.63,389.43,398.20,880.86,245.99,388.96,245.91,311.72,223.84,87.88
  Ningxia,9558.29,3352.83,306.16,34.13,36.06,142.50,590.53,54.25,62.10,294.19,40.49,33.45,203.84,139.37,286.04,54.82,199.40,117.09,758.11,0.30,1178.88,868.50,11.92,258.06,7.44,1069.15,363.22,637.38,596.81,303.80,30.51,40.16,189.64,4.77,27.94,816.87,1096.32,592.15,504.17,1043.72,301.01,465.08,277.62,403.71,296.54,107.17
  Xinjiang,8669.36,3235.77,347.67,27.54,29.27,162.05,703.71,59.63,72.77,305.59,34.85,42.11,98.94,118.28,290.98,67.62,148.52,62.32,662.12,1.81,1245.02,877.73,16.02,293.33,14.26,781.90,196.14,545.63,535.31,223.22,30.03,42.25,203.19,12.71,23.89,643.48,1003.89,552.94,450.95,812.36,251.77,417.06,143.53,411.63,309.81,101.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
